2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  Training-Free Semantic Routing — PopQA v13          ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  2 PRE × 4 POST = 8 runs (Query Exp. + Caching)      ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:20 [WARNING ] PopQA_v13: The JSON file contains 1273 queries, fewer than the 1500 requested in CONFIG. Proceeding with all available queries.
2026-05-16T20:58:20 [INFO    ] PopQA_v13: Queries loaded for ablation: 1273
2026-05-16T20:58:20 [INFO    ] PopQA_v13: [FAISS] Loading: c:\Users\Utente\Desktop\Progetto_Routing_RAG\db_indexes\popqa_expanded.faiss
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [FAISS] 1527 vectors, dim=384
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [LLM] Loading (logits_all=True, gpu_layers=26)...
2026-05-16T20:58:29 [INFO    ] PopQA_v13: [LLM] Ready.
2026-05-16T20:58:29 [INFO    ] PopQA_v13: Router v13: 2 PRE × 4 POST = 8 total runs
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ║  PopQA Ablation v13:  8 run × 1273 query = 10184 total ║
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   RUN  1/8: Always_Retrieve × Always_FAISS
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   [   1/10184 |  0.0%] [low|pop=     44] What is the religion of Angelo Maria Rivato?
2026-05-17T15:53:15 [INFO    ] PopQA_v13:   [9529/10184 | 93.6%] [hig|pop=  76663] What is Brussels Capital Region the capital of?
2026-05-17T15:53:18 [INFO    ] PopQA_v13:   [9530/10184 | 93.6%] [med|pop=    876] What is Ava Deluca-Verley's occupation?
2026-05-17T15:53:29 [INFO    ] PopQA_v13:   [9531/10184 | 93.6%] [low|pop=     89] In what city was Szymon Kataszek born?
2026-05-17T15:53:35 [INFO    ] PopQA_v13:   [9532/10184 | 93.6%] [hig|pop= 129345] Who was the producer of 19?
2026-05-17T15:53:42 [INFO    ] PopQA_v13:   [9533/10184 | 93.6%] [low|pop=     28] Who was the screenwriter for Impossible?
2026-05-17T15:53:46 [INFO    ] PopQA_v13:   [9534/10184 | 93.6%] [low|pop=     80] Who was the director of Taxi at Midnight?
2026-05-17T15:53:53 [INFO    ] PopQA_v13:   [9535/10184 | 93.6%] [hig|pop=  11862] Who is the father of Aslaug?
2026-05-17T15:54:02 [INFO    ] PopQA_v13:   [9536/10184 | 93.6%] [hig|pop=   7535] What genre is Symbolic?
2026-05-17T15:54:10 [INFO    ] PopQA_v13:   [9537/10184 | 93.6%] [low|pop=     64] In what country is Genoa?
2026-05-17T15:54:13 [INFO    ] PopQA_v13:   [9538/10184 | 93.7%] [med|pop=    252] Who was the director of The Heart?
2026-05-17T15:54:23 [INFO    ] PopQA_v13:   [9539/10184 | 93.7%] [hig|pop=  11094] Who was the screenwriter for Julia?
2026-05-17T15:54:30 [INFO    ] PopQA_v13:   [9540/10184 | 93.7%] [hig|pop=   2330] Who was the director of Too Short a Season?
2026-05-17T15:54:36 [INFO    ] PopQA_v13:   [9541/10184 | 93.7%] [low|pop=     29] Who is the author of Saint?
2026-05-17T15:54:44 [INFO    ] PopQA_v13:   [9542/10184 | 93.7%] [hig|pop=   4177] Who was the producer of Conviction?
2026-05-17T15:54:49 [INFO    ] PopQA_v13:   [9543/10184 | 93.7%] [low|pop=     74] What sport does Lobos BUAP Premier play?
2026-05-17T15:54:53 [INFO    ] PopQA_v13:   [9544/10184 | 93.7%] [low|pop=     31] What sport does Radek Opršal play?
2026-05-17T15:54:58 [INFO    ] PopQA_v13:   [9545/10184 | 93.7%] [hig|pop=   5557] Who was the screenwriter for The Congress?
2026-05-17T15:55:03 [INFO    ] PopQA_v13:   [9546/10184 | 93.7%] [med|pop=    392] Who is the author of Fail-Safe Investing?
2026-05-17T15:55:08 [INFO    ] PopQA_v13:   [9547/10184 | 93.7%] [low|pop=     49] Who is the author of Lotte's Gift?
2026-05-17T15:55:14 [INFO    ] PopQA_v13:   [9548/10184 | 93.8%] [hig|pop=   3600] Who is the author of Kitchen?
2026-05-17T15:55:20 [INFO    ] PopQA_v13:   [9549/10184 | 93.8%] [med|pop=    863] Who was the director of Covert One: The Hades Factor?
2026-05-17T15:55:26 [INFO    ] PopQA_v13:   [9550/10184 | 93.8%] [med|pop=    112] Who is the author of Time of Your Life?
2026-05-17T15:55:32 [INFO    ] PopQA_v13:   [9551/10184 | 93.8%] [low|pop=     27] What sport does 1995 Cook Islands Round Cup play?
2026-05-17T15:55:40 [INFO    ] PopQA_v13:   [9552/10184 | 93.8%] [hig|pop=  36020] Who was the director of The Island?
2026-05-17T15:55:46 [INFO    ] PopQA_v13:   [9553/10184 | 93.8%] [low|pop=     48] Who was the director of The Day?
2026-05-17T15:55:54 [INFO    ] PopQA_v13:   [9554/10184 | 93.8%] [med|pop=    493] What genre is Far from Vietnam?
2026-05-17T15:56:00 [INFO    ] PopQA_v13:   [9555/10184 | 93.8%] [hig|pop=  83376] What is the capital of Benin?
2026-05-17T15:56:03 [INFO    ] PopQA_v13:   [9556/10184 | 93.8%] [low|pop=     27] In what country is Jeqjeq-e Pain?
2026-05-17T15:56:12 [INFO    ] PopQA_v13:   [9557/10184 | 93.8%] [med|pop=    141] Who is the author of M?
2026-05-17T15:56:15 [INFO    ] PopQA_v13:   [9558/10184 | 93.9%] [med|pop=    936] In what country is Mercer?
2026-05-17T15:56:21 [INFO    ] PopQA_v13:   [9559/10184 | 93.9%] [low|pop=     74] What is Jean-Marie-Victor Viel's occupation?
2026-05-17T15:56:28 [INFO    ] PopQA_v13:   [9560/10184 | 93.9%] [hig|pop=   3509] Who was the screenwriter for The Shout?
2026-05-17T15:56:33 [INFO    ] PopQA_v13:   [9561/10184 | 93.9%] [med|pop=    408] Who was the director of The Italian?
2026-05-17T15:56:38 [INFO    ] PopQA_v13:   [9562/10184 | 93.9%] [hig|pop=   1186] What is Ron Nyswaner's occupation?
2026-05-17T15:56:42 [INFO    ] PopQA_v13:   [9563/10184 | 93.9%] [low|pop=     98] What is Dmitriyev the capital of?
2026-05-17T15:56:52 [INFO    ] PopQA_v13:   [9564/10184 | 93.9%] [med|pop=    307] Who was the director of Il bandito dagli occhi azzurri?
2026-05-17T15:56:57 [INFO    ] PopQA_v13:   [9565/10184 | 93.9%] [hig|pop=   1541] Who is the author of Guns?
2026-05-17T15:57:03 [INFO    ] PopQA_v13:   [9566/10184 | 93.9%] [hig|pop=   1282] Who was the screenwriter for Midnight?
2026-05-17T15:57:11 [INFO    ] PopQA_v13:   [9567/10184 | 93.9%] [low|pop=     38] In what country is İnstitut?
2026-05-17T15:57:16 [INFO    ] PopQA_v13:   [9568/10184 | 94.0%] [low|pop=     66] What genre is Me and My Friend?
2026-05-17T15:57:23 [INFO    ] PopQA_v13:   [9569/10184 | 94.0%] [hig|pop=  16414] Who was the producer of Australia?
2026-05-17T15:57:29 [INFO    ] PopQA_v13:   [9570/10184 | 94.0%] [med|pop=    202] Who was the director of The White Land?
2026-05-17T15:57:35 [INFO    ] PopQA_v13:   [9571/10184 | 94.0%] [low|pop=     66] In what country is Pichlice?
2026-05-17T15:57:40 [INFO    ] PopQA_v13:   [9572/10184 | 94.0%] [med|pop=    192] In what country is Coin?
2026-05-17T15:57:51 [INFO    ] PopQA_v13:   [9573/10184 | 94.0%] [low|pop=     38] In what country is Weed?
2026-05-17T15:57:59 [INFO    ] PopQA_v13:   [9574/10184 | 94.0%] [med|pop=    930] In what country is Norfolk?
2026-05-17T15:58:06 [INFO    ] PopQA_v13:   [9575/10184 | 94.0%] [med|pop=    360] Who was the director of The Sixth?
2026-05-17T15:58:10 [INFO    ] PopQA_v13:   [9576/10184 | 94.0%] [med|pop=    105] Who was the director of What Every Woman Learns?
2026-05-17T15:58:16 [INFO    ] PopQA_v13:   [9577/10184 | 94.0%] [low|pop=     85] What genre is Reach?
2026-05-17T15:58:23 [INFO    ] PopQA_v13:   [9578/10184 | 94.0%] [med|pop=    583] What is Sırrı Süreyya Önder's occupation?
2026-05-17T15:58:30 [INFO    ] PopQA_v13:   [9579/10184 | 94.1%] [med|pop=    142] In what country is Magnolia Bible College?
2026-05-17T15:58:38 [INFO    ] PopQA_v13:   [9580/10184 | 94.1%] [med|pop=    912] Who was the screenwriter for Doore Doore Oru Koodu Koot
2026-05-17T15:58:46 [INFO    ] PopQA_v13:   [9581/10184 | 94.1%] [hig|pop=   2061] Who was the composer of Patience?
2026-05-17T15:58:52 [INFO    ] PopQA_v13:   [9582/10184 | 94.1%] [low|pop=     70] Who is the author of Villa Amalia?
2026-05-17T15:58:58 [INFO    ] PopQA_v13:   [9583/10184 | 94.1%] [low|pop=     97] What is Raymond S. Burton's occupation?
2026-05-17T15:59:04 [INFO    ] PopQA_v13:   [9584/10184 | 94.1%] [med|pop=    262] Who was the producer of His Hour?
2026-05-17T15:59:08 [INFO    ] PopQA_v13:   [9585/10184 | 94.1%] [med|pop=    430] What genre is Bones of the Earth?
2026-05-17T15:59:14 [INFO    ] PopQA_v13:   [9586/10184 | 94.1%] [med|pop=    129] In what country is Mayville?
2026-05-17T15:59:19 [INFO    ] PopQA_v13:   [9587/10184 | 94.1%] [hig|pop=   2513] What genre is Clockwise?
2026-05-17T15:59:29 [INFO    ] PopQA_v13:   [9588/10184 | 94.1%] [hig|pop=  10096] Who was the director of Thiruda Thiruda?
2026-05-17T15:59:33 [INFO    ] PopQA_v13:   [9589/10184 | 94.2%] [med|pop=    267] Who was the screenwriter for Superstar?
2026-05-17T15:59:45 [INFO    ] PopQA_v13:   [9590/10184 | 94.2%] [low|pop=     45] In what country is Babino, Haiti?
2026-05-17T15:59:53 [INFO    ] PopQA_v13:   [9591/10184 | 94.2%] [hig|pop=   1075] Who was the director of Primary?
2026-05-17T15:59:59 [INFO    ] PopQA_v13:   [9592/10184 | 94.2%] [hig|pop=  12199] Who was the screenwriter for The Castle?
2026-05-17T16:00:06 [INFO    ] PopQA_v13:   [9593/10184 | 94.2%] [low|pop=     30] What is the capital of Sal?
2026-05-17T16:00:17 [INFO    ] PopQA_v13:   [9594/10184 | 94.2%] [hig|pop=   3855] What genre is Friends?
2026-05-17T16:00:28 [INFO    ] PopQA_v13:   [9595/10184 | 94.2%] [hig|pop=  13542] Who was the composer of Let It Go?
2026-05-17T16:00:36 [INFO    ] PopQA_v13:   [9596/10184 | 94.2%] [hig|pop=  17011] What genre is The Car?
2026-05-17T16:00:44 [INFO    ] PopQA_v13:   [9597/10184 | 94.2%] [hig|pop=   1720] Who was the composer of The Claim?
2026-05-17T16:00:52 [INFO    ] PopQA_v13:   [9598/10184 | 94.2%] [low|pop=     34] What sport does Zanzibar national under-20 football tea
2026-05-17T16:00:55 [INFO    ] PopQA_v13:   [9599/10184 | 94.3%] [med|pop=    266] Who was the director of Love Letter?
2026-05-17T16:01:04 [INFO    ] PopQA_v13:   [9600/10184 | 94.3%] [low|pop=     76] What is the religion of Bernard Yago?
2026-05-17T16:01:08 [INFO    ] PopQA_v13:   [9601/10184 | 94.3%] [hig|pop=  18573] Who was the producer of The Hole?
2026-05-17T16:01:15 [INFO    ] PopQA_v13:   [9602/10184 | 94.3%] [hig|pop=   2036] Who was the director of The Crew?
2026-05-17T16:01:22 [INFO    ] PopQA_v13:   [9603/10184 | 94.3%] [med|pop=    534] Who was the screenwriter for The Well?
2026-05-17T16:01:28 [INFO    ] PopQA_v13:   [9604/10184 | 94.3%] [low|pop=     91] Who is the author of Down?
2026-05-17T16:01:33 [INFO    ] PopQA_v13:   [9605/10184 | 94.3%] [med|pop=    280] Who was the director of The Fool?
2026-05-17T16:01:36 [INFO    ] PopQA_v13:   [9606/10184 | 94.3%] [med|pop=    166] Who was the screenwriter for The End of the Day?
2026-05-17T16:01:45 [INFO    ] PopQA_v13:   [9607/10184 | 94.3%] [med|pop=    447] Who was the composer of Gimmie Dat?
2026-05-17T16:01:54 [INFO    ] PopQA_v13:   [9608/10184 | 94.3%] [med|pop=    107] In what city was Tameem Al-Kubati born?
2026-05-17T16:01:59 [INFO    ] PopQA_v13:   [9609/10184 | 94.4%] [hig|pop=   2944] What sport does Persatuan Bulutangkis Seluruh Indonesia
2026-05-17T16:02:06 [INFO    ] PopQA_v13:   [9610/10184 | 94.4%] [med|pop=    604] Who was the director of Little Malcolm?
2026-05-17T16:02:12 [INFO    ] PopQA_v13:   [9611/10184 | 94.4%] [med|pop=    119] What genre is Out There?
2026-05-17T16:02:20 [INFO    ] PopQA_v13:   [9612/10184 | 94.4%] [hig|pop=   1313] Who was the producer of The Assault?
2026-05-17T16:02:26 [INFO    ] PopQA_v13:   [9613/10184 | 94.4%] [low|pop=     94] Who was the producer of The Trap?
2026-05-17T16:02:32 [INFO    ] PopQA_v13:   [9614/10184 | 94.4%] [low|pop=     40] In what country is Union State Bank, Wisconsin?
2026-05-17T16:02:38 [INFO    ] PopQA_v13:   [9615/10184 | 94.4%] [med|pop=    417] What genre is Noise?
2026-05-17T16:02:44 [INFO    ] PopQA_v13:   [9616/10184 | 94.4%] [hig|pop=   1310] Who was the screenwriter for The Search?
2026-05-17T16:02:49 [INFO    ] PopQA_v13:   [9617/10184 | 94.4%] [low|pop=     76] What is the capital of Tarussky District?
2026-05-17T16:02:52 [INFO    ] PopQA_v13:   [9618/10184 | 94.4%] [low|pop=     50] In what country is Otto-Selz-Institute of Applied Psych
2026-05-17T16:02:53 [INFO    ] PopQA_v13:   [9619/10184 | 94.5%] [hig|pop=   1714] Who was the director of The Attic?
2026-05-17T16:03:02 [INFO    ] PopQA_v13:   [9620/10184 | 94.5%] [low|pop=     66] What is Edwin E. Ellis's occupation?
2026-05-17T16:03:06 [INFO    ] PopQA_v13:   [9621/10184 | 94.5%] [hig|pop=   5065] Who was the producer of Kismat Konnection?
2026-05-17T16:03:13 [INFO    ] PopQA_v13:   [9622/10184 | 94.5%] [med|pop=    207] In what city was Jerry Best born?
2026-05-17T16:03:20 [INFO    ] PopQA_v13:   [9623/10184 | 94.5%] [hig|pop=   3808] Who is the author of Bel Canto?
2026-05-17T16:03:27 [INFO    ] PopQA_v13:   [9624/10184 | 94.5%] [med|pop=    625] Who is the author of 1602: New World?
2026-05-17T16:03:37 [INFO    ] PopQA_v13:   [9625/10184 | 94.5%] [med|pop=    225] What sport does Bennie Osler play?
2026-05-17T16:03:41 [INFO    ] PopQA_v13:   [9626/10184 | 94.5%] [med|pop=    220] Who was the director of Mother?
2026-05-17T16:03:47 [INFO    ] PopQA_v13:   [9627/10184 | 94.5%] [low|pop=     49] What sport does list of Azerbaijan football transfers w
2026-05-17T16:03:53 [INFO    ] PopQA_v13:   [9628/10184 | 94.5%] [hig|pop=   2281] What is the capital of Gillespie County?
2026-05-17T16:03:57 [INFO    ] PopQA_v13:   [9629/10184 | 94.6%] [hig|pop=   5710] Who was the composer of Amok Time?
2026-05-17T16:04:08 [INFO    ] PopQA_v13:   [9630/10184 | 94.6%] [low|pop=     14] Who is the author of Shadow?
2026-05-17T16:04:13 [INFO    ] PopQA_v13:   [9631/10184 | 94.6%] [hig|pop=   4973] Who was the director of The Servant?
2026-05-17T16:04:19 [INFO    ] PopQA_v13:   [9632/10184 | 94.6%] [med|pop=    855] Who was the producer of Because They Can?
2026-05-17T16:04:24 [INFO    ] PopQA_v13:   [9633/10184 | 94.6%] [med|pop=    562] Who was the director of The Wacky World of Mother Goose
2026-05-17T16:04:32 [INFO    ] PopQA_v13:   [9634/10184 | 94.6%] [hig|pop=  24343] What is the capital of Guernsey?
2026-05-17T16:04:35 [INFO    ] PopQA_v13:   [9635/10184 | 94.6%] [hig|pop=  12850] Who was the screenwriter for Sabotage?
2026-05-17T16:04:45 [INFO    ] PopQA_v13:   [9636/10184 | 94.6%] [med|pop=    294] Who was the composer of Memories?
2026-05-17T16:04:55 [INFO    ] PopQA_v13:   [9637/10184 | 94.6%] [low|pop=     54] What is the religion of Alfred Reid?
2026-05-17T16:05:00 [INFO    ] PopQA_v13:   [9638/10184 | 94.6%] [med|pop=    283] Who was the director of His Way?
2026-05-17T16:05:10 [INFO    ] PopQA_v13:   [9639/10184 | 94.6%] [med|pop=    242] What genre is Golden?
2026-05-17T16:05:14 [INFO    ] PopQA_v13:   [9640/10184 | 94.7%] [low|pop=     57] In what city was Terry Hunte born?
2026-05-17T16:05:19 [INFO    ] PopQA_v13:   [9641/10184 | 94.7%] [hig|pop=   1476] Who was the producer of The Journey?
2026-05-17T16:05:24 [INFO    ] PopQA_v13:   [9642/10184 | 94.7%] [low|pop=     96] Who was the director of The Kiss?
2026-05-17T16:05:30 [INFO    ] PopQA_v13:   [9643/10184 | 94.7%] [hig|pop=  51441] What is the capital of Kingdom of France?
2026-05-17T16:05:34 [INFO    ] PopQA_v13:   [9644/10184 | 94.7%] [med|pop=    916] What is Jay the capital of?
2026-05-17T16:05:45 [INFO    ] PopQA_v13:   [9645/10184 | 94.7%] [med|pop=    610] Who is the father of Gao Wei?
2026-05-17T16:05:56 [INFO    ] PopQA_v13:   [9646/10184 | 94.7%] [med|pop=    243] Who was the producer of Long Pants?
2026-05-17T16:06:01 [INFO    ] PopQA_v13:   [9647/10184 | 94.7%] [hig|pop=   1820] Who was the composer of Good Morning?
2026-05-17T16:06:06 [INFO    ] PopQA_v13:   [9648/10184 | 94.7%] [med|pop=    136] In what city was Frederick George Bromberg born?
2026-05-17T16:06:11 [INFO    ] PopQA_v13:   [9649/10184 | 94.7%] [low|pop=     69] Who is the author of Eclipse?
2026-05-17T16:06:16 [INFO    ] PopQA_v13:   [9650/10184 | 94.8%] [med|pop=    687] Who was the director of Great Expectations?
2026-05-17T16:06:24 [INFO    ] PopQA_v13:   [9651/10184 | 94.8%] [low|pop=     28] What is the religion of Pedro Lisímaco de Jesús Vílchez
2026-05-17T16:06:31 [INFO    ] PopQA_v13:   [9652/10184 | 94.8%] [hig|pop=   1375] Who was the director of Contract?
2026-05-17T16:06:35 [INFO    ] PopQA_v13:   [9653/10184 | 94.8%] [med|pop=    144] Who was the director of A Self-Made Failure?
2026-05-17T16:06:41 [INFO    ] PopQA_v13:   [9654/10184 | 94.8%] [med|pop=    101] What genre is Mario Talavera?
2026-05-17T16:06:46 [INFO    ] PopQA_v13:   [9655/10184 | 94.8%] [hig|pop=   5905] Who was the producer of This Was?
2026-05-17T16:06:53 [INFO    ] PopQA_v13:   [9656/10184 | 94.8%] [med|pop=    107] Who was the screenwriter for Le Mentor?
2026-05-17T16:06:59 [INFO    ] PopQA_v13:   [9657/10184 | 94.8%] [low|pop=     45] What is Petru Vlah's occupation?
2026-05-17T16:07:06 [INFO    ] PopQA_v13:   [9658/10184 | 94.8%] [med|pop=    598] Who was the screenwriter for The Spoilers?
2026-05-17T16:07:11 [INFO    ] PopQA_v13:   [9659/10184 | 94.8%] [hig|pop=   1482] In what country is U.S. Route 7?
2026-05-17T16:07:22 [INFO    ] PopQA_v13:   [9660/10184 | 94.9%] [med|pop=    170] Who is the author of Yny lhyvyr hwnn?
2026-05-17T16:07:30 [INFO    ] PopQA_v13:   [9661/10184 | 94.9%] [low|pop=     97] Who was the director of Public Opinion?
2026-05-17T16:07:35 [INFO    ] PopQA_v13:   [9662/10184 | 94.9%] [low|pop=     33] Who is the author of Homecoming?
2026-05-17T16:07:42 [INFO    ] PopQA_v13:   [9663/10184 | 94.9%] [low|pop=     76] What genre is Flare?
2026-05-17T16:07:50 [INFO    ] PopQA_v13:   [9664/10184 | 94.9%] [hig|pop=   9989] Who was the composer of Roar?
2026-05-17T16:07:56 [INFO    ] PopQA_v13:   [9665/10184 | 94.9%] [med|pop=    640] Who was the screenwriter for The Slave?
2026-05-17T16:08:01 [INFO    ] PopQA_v13:   [9666/10184 | 94.9%] [hig|pop= 172823] What is the capital of Cape Verde?
2026-05-17T16:08:05 [INFO    ] PopQA_v13:   [9667/10184 | 94.9%] [hig|pop=   9461] What genre is The Eye?
2026-05-17T16:08:06 [INFO    ] PopQA_v13:   [9668/10184 | 94.9%] [low|pop=     96] In what city was Greg Windsperger born?
2026-05-17T16:08:15 [INFO    ] PopQA_v13:   [9669/10184 | 94.9%] [med|pop=    385] What sport does Kateřina Nash play?
2026-05-17T16:08:24 [INFO    ] PopQA_v13:   [9670/10184 | 95.0%] [low|pop=     44] Who was the composer of Kallai Mattum?
2026-05-17T16:08:28 [INFO    ] PopQA_v13:   [9671/10184 | 95.0%] [hig|pop=  53782] What is the capital of Sindh?
2026-05-17T16:08:39 [INFO    ] PopQA_v13:   [9672/10184 | 95.0%] [med|pop=    137] Who was the director of History Lessons?
2026-05-17T16:08:45 [INFO    ] PopQA_v13:   [9673/10184 | 95.0%] [hig|pop=  34064] Who was the screenwriter for Elizabeth?
2026-05-17T16:08:50 [INFO    ] PopQA_v13:   [9674/10184 | 95.0%] [med|pop=    128] Who is the author of On the Edge of a Plain?
2026-05-17T16:08:55 [INFO    ] PopQA_v13:   [9675/10184 | 95.0%] [hig|pop=  10888] What genre is The Swan?
2026-05-17T16:08:59 [INFO    ] PopQA_v13:   [9676/10184 | 95.0%] [med|pop=    509] Who is the author of Her Smoke Rose Up Forever?
2026-05-17T16:09:03 [INFO    ] PopQA_v13:   [9677/10184 | 95.0%] [low|pop=     97] Who was the director of Trail?
2026-05-17T16:09:15 [INFO    ] PopQA_v13:   [9678/10184 | 95.0%] [low|pop=     96] Who was the composer of Tea for One?
2026-05-17T16:09:23 [INFO    ] PopQA_v13:   [9679/10184 | 95.0%] [low|pop=     27] In what city was Florence Marie Harsant born?
2026-05-17T16:09:27 [INFO    ] PopQA_v13:   [9680/10184 | 95.1%] [low|pop=     47] In what country is Peterson?
2026-05-17T16:09:32 [INFO    ] PopQA_v13:   [9681/10184 | 95.1%] [hig|pop=   6578] What genre is Pearl Jam?
2026-05-17T16:09:40 [INFO    ] PopQA_v13:   [9682/10184 | 95.1%] [med|pop=    194] Who is the author of All in a Day?
2026-05-17T16:09:48 [INFO    ] PopQA_v13:   [9683/10184 | 95.1%] [med|pop=    211] Who was the screenwriter for Storm?
2026-05-17T16:09:53 [INFO    ] PopQA_v13:   [9684/10184 | 95.1%] [low|pop=     76] Who is the author of A Survey?
2026-05-17T16:09:58 [INFO    ] PopQA_v13:   [9685/10184 | 95.1%] [hig|pop=   2256] What sport does Inter Moengotapoe play?
2026-05-17T16:10:03 [INFO    ] PopQA_v13:   [9686/10184 | 95.1%] [low|pop=     53] In what country is Rozsochatec?
2026-05-17T16:10:09 [INFO    ] PopQA_v13:   [9687/10184 | 95.1%] [hig|pop=   1025] Who was the composer of Jérusalem?
2026-05-17T16:10:13 [INFO    ] PopQA_v13:   [9688/10184 | 95.1%] [low|pop=     78] Who was the director of Me First?
2026-05-17T16:10:21 [INFO    ] PopQA_v13:   [9689/10184 | 95.1%] [hig|pop=   7716] Who was the producer of Happy?
2026-05-17T16:10:28 [INFO    ] PopQA_v13:   [9690/10184 | 95.1%] [hig|pop=   4039] Who was the composer of Too Many People?
2026-05-17T16:10:31 [INFO    ] PopQA_v13:   [9691/10184 | 95.2%] [med|pop=    212] In what country is Potter?
2026-05-17T16:10:39 [INFO    ] PopQA_v13:   [9692/10184 | 95.2%] [med|pop=    372] Who was the screenwriter for Compagni di scuola?
2026-05-17T16:10:45 [INFO    ] PopQA_v13:   [9693/10184 | 95.2%] [hig|pop=   1436] Who was the producer of Every Night?
2026-05-17T16:10:50 [INFO    ] PopQA_v13:   [9694/10184 | 95.2%] [med|pop=    240] In what country is Leme?
2026-05-17T16:10:56 [INFO    ] PopQA_v13:   [9695/10184 | 95.2%] [low|pop=     70] In what country is La Roche-Clermault?
2026-05-17T16:10:59 [INFO    ] PopQA_v13:   [9696/10184 | 95.2%] [hig|pop=   2423] Who was the director of A Matter of Honor?
2026-05-17T16:11:12 [INFO    ] PopQA_v13:   [9697/10184 | 95.2%] [hig|pop=  14796] Who is the author of Spice and Wolf?
2026-05-17T16:11:16 [INFO    ] PopQA_v13:   [9698/10184 | 95.2%] [hig|pop=   6174] What genre is Look Around You?
2026-05-17T16:11:25 [INFO    ] PopQA_v13:   [9699/10184 | 95.2%] [low|pop=     79] In what country is Hobbledehoy Record Co.?
2026-05-17T16:11:32 [INFO    ] PopQA_v13:   [9700/10184 | 95.2%] [low|pop=     66] What genre is Eddie & the Gang with No Name?
2026-05-17T16:11:41 [INFO    ] PopQA_v13:   [9701/10184 | 95.3%] [med|pop=    228] What is the religion of José Cardoso Sobrinho?
2026-05-17T16:11:47 [INFO    ] PopQA_v13:   [9702/10184 | 95.3%] [low|pop=     76] Who was the composer of Tailor Wibbel?
2026-05-17T16:11:56 [INFO    ] PopQA_v13:   [9703/10184 | 95.3%] [low|pop=     50] What sport does Alexei Ugarov play?
2026-05-17T16:12:01 [INFO    ] PopQA_v13:   [9704/10184 | 95.3%] [hig|pop=  17410] What is the capital of Western Visayas?
2026-05-17T16:12:04 [INFO    ] PopQA_v13:   [9705/10184 | 95.3%] [med|pop=    742] Who is the author of The Family?
2026-05-17T16:12:13 [INFO    ] PopQA_v13:   [9706/10184 | 95.3%] [hig|pop=   1080] In what country is Buford High School?
2026-05-17T16:12:20 [INFO    ] PopQA_v13:   [9707/10184 | 95.3%] [low|pop=     49] In what country is Lewałd Wielki?
2026-05-17T16:12:23 [INFO    ] PopQA_v13:   [9708/10184 | 95.3%] [hig|pop= 136982] What is the capital of Peru?
